id,name,actors,directors,introduction,imgPath,status,playCount,doubanLink,doubanId,yearId,languageId,regionId,categoryId,createdAt,updatedAt
3079,有色眼镜,维拉·法米加 迈克尔·肯尼斯·威廉姆斯 约翰·雷吉扎莫 菲丽西提·霍夫曼 约翰·艾德坡 ,艾娃·德约列,《有色眼镜》改编自曾在全国引起轰动的真实故事。本片讲述了一起臭名昭著的冤案：五名有着“中央公园五人帮”之称的青少年被错判为强奸罪。这部四集的限定剧将聚焦哈莱姆区的五名青少年，即安特罗尼·麦克雷、凯文·理查德森、尤瑟夫·萨拉姆、雷蒙德·桑塔纳和科里·怀斯。故事始于1989年春天，当时这些青少年第一次因此强奸事件而被问询。整个故事将跨越25年，高潮部分为2002年他们最终无罪释放，并于2014年与纽约市达成和解协议。《有色眼镜》由艾娃·德约列打造，她也是这部四集剧的联合编剧和导演。ParticipantMedia的杰夫·斯科尔和乔纳森·金、HarpoFilms的奥普拉·温弗瑞、TribecaProductions的简·罗森塔尔、贝里·韦尔什和罗伯特·德尼罗将与德约列一起在她的ForwardMovement旗下担任这部限定剧的监制。除德约列外，阿蒂卡·洛克、罗宾·史威考德和迈克·斯塔布瑞也担任此限定剧的编剧。该剧集的主演包括荣获艾美奖提名的迈克尔·K·威廉姆斯、荣获奥斯卡金像奖提名的维拉·法米加、艾美奖得主约翰·雷吉扎莫、荣获奥斯卡金像奖提名以及艾美奖的菲丽西提·霍夫曼、荣获艾美奖提名的南希·纳什、艾美奖得主并两次荣获全球奖提名的布莱尔·安德伍德、艾美奖和格莱美得主并荣获托尼奖提名的克里斯托弗·杰克逊、乔舒亚·杰克逊、奥马尔·J·多尔西、阿德普波·奥杜耶、法米克·詹森、奥罗拉·佩里纽、威廉姆·赛德勒、贾雷尔·杰罗姆、约翰·艾德坡、安洁纽·艾莉丝、凯莉·班伯里、玛莎·斯蒂芬妮·布莱克、斯托姆·瑞德、克里斯·乔克、弗雷迪·米亚雷斯、贾斯汀·坎宁安、伊桑·赫里斯、卡里尔·哈里斯、马奎斯·罗德里格斯和阿桑特·布莱克。,p2555598611.jpg,完结,570,NULL,NULL,11,1,1,2,1569944335,1569944335
3080,极度恐慌,达斯汀·霍夫曼 蕾妮·罗素 摩根·弗里曼 凯文·史派西 小库珀·古丁 ,Wolfgang,1967年，在非洲的扎伊尔莫他巴河谷，美国的雇佣军兵营中被一种突如其来的疾病肆虐，死亡人数不断攀升。军医抽取感染血样离开后，整个军营被炸弹摧毁，附近树林中的白脸猴发出阵阵惊叫声……直到90年代，一个美国年轻人在非洲扎伊尔捕捉到一只小白脸猴，并带回国出售。由于不合买主要求，年轻人将猴子放生，之后一种新型疾病在旧金山的香柏溪镇上蔓延。美国传染病研究所上校军医山姆（达斯汀•霍夫曼DustinHoffman饰）接到消息，与妻子（蕾妮•罗素ReneRusso饰）及同事立刻展开研究和救治工作。由于疾病传染性极高，政府紧急出动军队封锁镇子，想要逃离者格杀勿论。此时，有一批保密的染毒血清被送来，但山姆等一群人研究发现，这批血清能救治1967年的疾病，却对如今变异后的病毒毫无作用。不久，山姆的妻子不幸被感染，生命垂危中时，政府也作出决定，准备投放炸弹摧毁整个镇子，以此消灭病毒。时间迫在眉睫，山姆查出了病毒的来源，他必须抢在投弹前找到原始病毒携带者。,p2192051048.jpg,完结,979,NULL,NULL,1,1,1,1,1569944335,1569944335
3081,地球停转之日,基努·李维斯 詹妮弗·康纳利 贾登·史密斯 约翰·克立斯 凯西·贝茨 ,斯科特·德瑞克森,某晚，供职于普林斯顿大学的太空微生物学教授海伦•本森（JenniferConnelly饰）被警察和几名神秘人物带走，与她一同前往新泽西林伍德军校的还有业界内无数顶尖科学家。原来，NASA在探测外太空时发现有一不明物体正飞速接近地球。不久，一个闪耀着白色光芒的物体莅临曼哈顿上空，并降落在纽约公园中央，百姓、科学家和军方将其团团围住。稍顷，一个与人类身形极其相似的外星人（基努•里维斯KeanuReeves饰）以及身材高大的机器人出现在人类面前。粗鲁的人类完全浪费掉外星来客的友善，而等待人类的又将是怎样的命运？本片翻拍自1951年同名科幻影片，并荣获2009年美国科幻与恐怖电影学院奖最佳青年演员奖（JadenSmith）。,p781734137.jpg,完结,2203,NULL,NULL,1,1,1,1,1569944336,1569944336
3082,德里罪案,莎法莉·什提 拉塞卡·杜加尔 拉什·塔朗 雅夏维尼·达亚玛 阿努拉格·阿罗拉 ,瑞奇-梅塔,一桩强暴案件震惊了整个德里，副警务处长瓦尔迪卡·查图尔维迪展开对凶犯的艰苦搜寻。改编自2012年印度黑公交轮奸案。,p2550484168.jpg,完结,408,NULL,NULL,11,1,6,2,1569944336,1569944336
3083,虫师 续章,中野裕斗 土井美加 ,长滨博史,在世界的每一个角落里，存在着这样一种生物：它们下等且奇怪，完全不同于任何动植物，自古以来为人类所敬畏，不知何时开始，被称为“虫”。它们有自己的生命形态以及生存方式，而这些方式或许会影响到人类的世界。“虫师”这个职业便应运而生，他们对虫进行研究记录，并接受人们的委托，解决由虫引起的奇异事件。故事主人公银古（中野裕斗配音）就是这样一名四处云游的虫师，他一头银发，仅用一只眼睛视物；常常叼着一根烟，背着一个大行囊，翻山越岭，追寻虫的足迹。《虫师》自第一季开播后深受观众喜爱，沉寂数年后TV动画系列再度启动，制作人员由原班人马组成。此次的《虫师·续章》将会动画化原作的全部剧情。,p2165384404.jpg,完结,1863,NULL,NULL,6,5,4,3,1569944337,1569944337
3084,无所不能,赫里尼克·罗斯汉 亚米·高塔姆 洛尼特·罗伊 罗伊特·罗伊 Narendra ,Sanjay,罗汉是个盲人，但他对生活积极向上的态度让他跟平常人没什么两样。经人介绍，他认识了独立自信的盲人女孩苏皮莉亚。本来不想结婚的苏皮莉亚在罗汉的带领下慢慢意识到了幸福是存在的，现实生活中两个负也可以得正。本应该“从此幸福生活在一起”的他们却在人生中遇到了最大的考验，第一次感觉到了自己是软弱的。两人到底遇到了什么事？罗汉会不会证明自己的爱是强大的？反正我看完后又一次相信了爱情。,p2557589889.jpg,完结,979,NULL,NULL,9,6,6,1,1569944337,1569944337
3085,大侦探皮卡丘,瑞恩·雷诺兹 贾斯蒂斯·史密斯 凯瑟琳·纽顿 克里斯·吉尔 比尔·奈伊 ,罗伯·莱特曼,好莱坞真人电影《大侦探皮卡丘》（暂译）讲述了蒂姆·古德曼（贾斯提·史密斯饰）为寻找下落不明的父亲来到莱姆市，意外与父亲的前宝可梦搭档大侦探皮卡丘相遇，并惊讶地发现自己是唯一能听懂皮卡丘说话的人类，他们决定组队踏上揭开真相的刺激冒险之路。探案过程中他们邂逅了各式各样的宝可梦，并意外发现了一个足以毁灭整个宝可梦宇宙的惊天阴谋。该电影改编自任天堂3DS同名游戏，由罗伯·莱特曼导演，瑞安·雷诺兹为大侦探皮卡丘配音，贾斯提斯·史密斯、凯瑟琳·纽顿等主演。,p2555538168.jpg,完结,6842,NULL,NULL,11,1,1,1,1569944337,1569944337
3086,新参者,阿部宽 黑木明纱 向井理 沟端淳平 木村佑一 ,山室大辅,位于东京日本桥附近的人形町，名产人形烧吸引四方游客，终日热闹繁华。在这个拥有百年历史的老街，人们比邻而居，和睦友爱。然而外表平静祥和，却掩盖不住四伏的杀机。某天，一个女子在家中被人杀害。新调任到人形町的刑警加贺恭一郎（阿部寛饰）负责此案。这个有着锐利眼神和缜密心思的男人曾经解决过无数棘手案件，却也因性格的原因迟迟得不到升迁。他认真调查案件的每一个细节，结果发现似乎整个人形町的商家都与这起杀人案有着千丝万缕的联系。每人似乎都出于各种原因在说谎，真相究竟藏在何方？本片根据推理小说家东野圭吾的同名原作改编。,p2201464165.jpg,完结,762,NULL,NULL,2,5,4,2,1569944338,1569944338
3087,阳光灿烂的日子,夏雨 宁静 陶虹 耿乐 斯琴高娃 ,姜文,20世纪70年代初的北京，忙着“闹革命”大人无空理会小孩，加上学校停课无事可做，以军队大院男孩为突出代表的少年人便自找乐子，靠起哄、打架、闹事、拍婆子等方式挥霍过量的荷尔蒙。马小军（夏雨饰）就是这样的少年，他的嗜好之一是趁别人家无人用万能钥匙将其锁打开，溜进去耍玩一番，正是用这样的方式，少女米兰（宁静饰）的照片先于其人入了马小军的双眼。通过院里的“头儿”刘忆苦（耿乐饰），马小军又见到之前在炮局偶然瞥见过一眼的米兰，开始正式将其当作梦中情人，然而在米兰眼中，马小军不过是毛孩一个，她中意的人是成熟、稳重、帅气的刘忆苦。自此，马小军迎来五味混杂的青春期生活。本片改编自王朔短篇小说《动物凶猛》。夏雨凭此片获得第51届威尼斯国际电影节最佳男演员（银狮奖）。,p967457079.jpg,完结,1113,NULL,NULL,1,2,2,1,1569944338,1569944338
3088,孟买酒店,艾米·汉莫 纳赞宁·波妮阿蒂 戴夫·帕特尔 詹森·艾萨克 阿努潘·凯尔 ,安东尼·马拉斯,影片真实再现震惊世界的“印度9·11”孟买恐袭事件，2008年11月，著名的泰姬陵酒店意外遭到恐怖分子入侵，恐怖分子无差别行凶，让整个酒店陷入绝望之境，百余名酒店住客及员工被困，无人得知何时能等来救援，一场与死神的赛跑就此开启…,p2541954559.jpg,完结,1209,NULL,NULL,10,1,1,1,1569944338,1569944338
3090,溺水小刀,小松菜奈 菅田将晖 重冈大毅 上白石萌音 志磨辽平 ,山户结希,小有名气的15岁平面模特满月夏芽（小松菜奈饰）不得不跟随父母回到老家，帮助年迈的爷爷打理旅店。美丽的女孩很快结识了新朋友，同时也认识了那个周身闪着白色光芒的长谷川航一朗（菅田将晖饰）。阿航是当地神主一族的孩子，但是他无拘无束，经常干一些出格的事。他时不时戏耍夏芽，而夏芽则对这个坏男孩颇有好感。在阿航的鼓励下，女孩重拾信心，继续自己的艺能事业。在某个祭典之夜，一桩意外降临在少男少女的头上。失落的夏芽和阿航分手，阿航则堕落成街头混混。在此期间，两人的同学大友胜利（重冈大毅饰）鼓舞着夏芽，两人越走越近……本片根据ジョージ朝倉发表在《别册Friend》（讲谈社）上的同名漫画改编。,p2390682933.jpg,完结,634,NULL,NULL,8,5,4,1,1569944338,1569944338
3091,黑客帝国动画版,大塚明夫 克莱顿·华生 Pamela Hedy Terrence ,钟彼得,《黑客帝国动画版》由9段以《黑客帝国》系列电影世界观为基础生发出的短片组成，各篇的角度与风格各异，制作班底汇聚了日本、美国、韩国三地的动画精英。《机器复兴》讲述了MATRIX的历史。机器人不堪人类恶劣对待，终于反抗并将人类化为能源。《少年故事》讲述一名少年突然收到来自网络的召唤，而大批黑衣人开始对他展开围捕。《虚拟程序》展示了一对男女在虚拟训练程序中的片断。《世界纪录》描写一位短跑运动员在接近突破人类极限时终被系统牢牢控制。《超越极限》叙述因为系统错误，平静的街区中出现了一片超常区域。《侦探故事》描写一位侦探被步步引领着试图摆脱系统的桎梏。《矩阵化》讲述一只机器人被人类捕获并驯化的故事。《终极战役》记录了一艘飞船毁灭的经过。,p1185327352.jpg,完结,591,NULL,NULL,1,1,1,1,1569944339,1569944339
3092,阿飞正传,张国荣 张曼玉 刘嘉玲 刘德华 张学友 ,王家卫,1960年代的香港，因生母在阿飞旭仔（张国荣）长大成人过程中的缺失，他把自己优雅地比喻为“无根鸟”，对生命中遇到的每一个女人都表现得放荡不羁，售票员苏丽珍（张曼玉）和舞女咪咪（刘嘉玲）先后令他感受过温暖，可是她们也只能当当小情人。为摆脱沉重和无力感，旭仔抛下一切去南洋找寻生母。暗恋过苏丽珍且目睹过她与旭仔情感一路变化的，曾是小巡警今在跑船的超仔（刘德华）在菲律宾又遇到旭仔，是缘分也是宿命，他参与、见证了阿飞命运被改写的过程。,1560020312884.jpg,完结,979,NULL,NULL,1,3,3,1,1569944339,1569944339
3093,潜伏,孙红雷 姚晨 沈傲君 祖峰 冯恩鹤 ,姜伟,1945年，正是抗日战争接近尾声之际，国、共、日三方的角力日趋激烈，平静的海面下暗流涌动。由于军统特务李海丰投靠南京汪伪政权，军统情报处成员余则成（孙红雷饰）受命前往南京刺杀叛徒，却意外走上了另一条道路。经中共策反，余则成以地下党的身份重返军统，成为扎入国民党心脏的一颗铆钉。为了协助余的工作，党组织派出脾气火爆、口无遮拦的女孩翠平（姚晨饰）担任余的冒牌夫人。随着时间的推移，国共的斗争愈加强烈，这对夫妇也面临着人生重大的考验……本片根据天津作家龙一（本名李鹏）的同名短篇小说改编，并荣获第15届上海电视节“白玉兰奖”电视剧最佳男演员奖（孙红雷）、第27届飞天奖优秀男演员奖、2010年第25届中国电视金鹰奖观众喜爱的女演员奖（姚晨）。,p2189694504.jpg,完结,8948,NULL,NULL,1,2,2,2,1569944339,1569944339
3094,黎明之前,吴秀波 林永健 陆剑民 田小洁 张晞临 ,刘江,1948年，国共两党的抗争已达到白热化阶段，天下大势虽初现端倪，却也恰恰处在极为凶险，丝毫容不得有任何闪失的关键时刻。九月的一天，一名中共地下党员在沪落网并叛变，为求自保其意欲向时任上海国民政府中央情报第八局的局长谭忠恕（林永健饰）供出一名重要卧底，此举无疑关系着我党革命的成败。谭此前和我党传奇特工水手有过多次交手经历，此番他胜券在握，而一连串的变故令其意识到敌我双方泥潭之凶险。与此同时，谭为了阻止药品大亨庄文清手中的药品落入解放军之手，透过儿子的校长段海平（陆剑民饰）实施摩西计划；极富野心的第八局行动处长李伯涵在疯狂追查共党卧底的过程中，则将矛头指向谭最信任的总务处处长刘新杰（吴秀波饰）。你来我往，明枪暗箭，黎明前最凶险的棋局悄悄布开……,p660356249.jpg,完结,1374,NULL,NULL,2,2,2,2,1569944340,1569944340
3095,乐队的夏天,吴青峰 欧阳娜娜 张亚东 高晓松 乔杉 ,李楠楠,由爱奇艺出品、米未制作的2019重磅原创音乐综艺节目《乐队的夏天》，集结了反光镜、痛仰、新裤子、旅行团、鹿先森等31支最具代表性、最具影响力的中国青年乐队，他们将通过不同主题单元的内容设计及音乐表演，展现乐队原创音乐魅力与创造力，以此争夺年度最受大众喜爱的HOT5乐队席位。在最强音乐伙伴：摩登天空、太合音乐集团、草台回声，以及最大音乐交流平台街声的鼎力支持下，《乐队的夏天》将打造这个夏天最引人瞩目的音乐盛事。,p2556110785.jpg,完结,11656,NULL,NULL,11,2,2,4,1569944340,1569944340
3096,天上再见,纳威尔·佩雷兹·毕斯卡亚特 阿尔贝·杜邦泰尔 罗兰·拉斐特 尼尔斯·阿雷斯特吕普 艾米莉·德奎恩 ,艾尔伯特·杜邦迪,演而优则导的法国演技派男星亚伯杜庞蒂自导自演的《天上再见》，改编自犯罪小说大师皮耶勒梅特的同名小说，讲述两名因目睹长官犯罪而惨遭惩处的军人，没想到退役后长官飞黄腾达，自己却一贫如洗，为不让小人得志，他们决定要为自己讨回公道。影片精采刻画第一次世界大战过后法国社会，从血肉横飞的泥泞战场到纸醉金迷的华美派对，但即便面具绚丽华美，也掩盖不住背后的人生伤痛。,p2554018955.jpg,完结,527,NULL,NULL,9,6,1,1,1569944340,1569944340
3098,恋爱禁止的世界,逢坂良太 花泽香菜 牧野由依 立花慎之介 喜多村英梨 ,宅野诚起,故事的舞台设定在未来的日本，为了解决少子化的问题，政府禁止了自由恋爱，改为由政府全面接管的状态。每一个青少年长到16岁，便会由政府分配一名伴侣作为恋爱的对象，这是经过了精密的计算所匹配出的最佳人选。根岛由佳吏（逢坂良太配音）是一名十五岁的少年，无论是性格还是样貌都非常普通的他内心隐藏了一个秘密，那就是他从小学期就默默的喜欢着名叫高崎美咲（花泽香菜配音）的少女，然而，这份爱恋在这个扭曲的社会里却是违法的。真田莉莉奈（牧野由衣配音）是政府分配给根岛由佳吏的完美女友，然而，当她得知了根岛和美咲之间的感情后，决定帮他们隐瞒秘密，全力的支持这份美好而又纯洁的恋情。,p2435488876.jpg,完结,2753,NULL,NULL,9,5,4,3,1569944341,1569944341
3099,异星战场,泰勒·克奇 琳恩·柯林斯 托马斯·哈登·丘奇 威廉·达福 萨曼莎·莫顿 ,安德鲁·斯坦顿,曾荣获奥斯卡金像奖的著名导演安德鲁·斯坦顿带来全新力作《异星战场》，一部以神秘壮丽的火星为背景的史诗动作冒险巨制。影片根据埃德加·赖斯·巴勒斯于20世纪初创作的经典科幻小说《火星公主》改编，故事讲述美国内战时期，饱受创伤的前军官约翰·卡特（泰勒·克奇TaylorKitsch饰）无意间穿越到了火星。由于引力不同，约翰成为了力大无穷、弹跳如飞的“超人”，也因此卷入当地几大族群的冲突，周旋于美丽的公主德佳·索丽斯（琳恩·柯林斯LynnCollins饰），英勇的盟友塔斯·塔卡斯（威廉·达福WillemDafoe饰）与狡猾的敌人萨博·赞恩之间。然而地球上战火纷飞带来的痛苦，早已让约翰无心恋战；虽然几大族群都将他视为能够拯救火星的关键人物，可他真的能抛下过去，担负起保卫人民的重任，拯救这个水深火热的世界，扭转异星战场的命运吗？,p1560217027.jpg,完结,1125,NULL,NULL,4,1,1,1,1569944341,1569944341
3100,穿条纹睡衣的男孩,阿萨·巴特菲尔德 维拉·法米加 卡拉·霍根 Zsuzsa 安贝尔·比蒂 ,马克·赫尔曼,八岁男孩布鲁诺（AsaButterfield饰）一家随着纳粹军官父亲的一纸调令，由柏林搬迁到了乡下。失去了朋友们的布鲁诺很快对新家附近的“农庄”产生了兴趣，那里有一群身穿“条纹睡衣”的人终日忙碌，并且其中一个为布鲁诺一家服务，他形容肮脏，态度慎微。周遭环境和布鲁诺的举止让母亲暗暗担忧，但纳粹父亲制止家中任何怀疑既定政策的行为。布鲁诺偷偷结识了铁丝网另一边的同龄男孩施穆尔，并时常带给他食物吃。在紧张的家庭氛围和姐姐向成人世界的变化中，施穆尔是布鲁诺惟一的朋友。某日布鲁诺决定，去铁丝网的另一边，以便见到施穆尔的父亲……本片根据约翰·伯恩的同名小说改编，获2008年芝加哥国际电影节观众票选奖。,p1473670352.jpg,完结,557,NULL,NULL,1,1,1,1,1569944341,1569944341
3101,学园奶爸,西山宏太朗 古木望 梅原裕一郎 三瓶由布子 小原好美 ,森下柊圣,双亲因飞机失事而去世的龙一&虎太郎兄弟。收养了这两人的是，同样因事故而失去儿子儿媳的森之宫学园理事长。但条件是，龙一必须在学园内设置的保育室负责照顾小孩！为了做母亲的老师而在学园内设置的保育室。为了补足那里的人手不足而创设的“育儿部”，龙一成为了部员第一号……！？,p2453066791.jpg,完结,2342,NULL,NULL,10,5,4,3,1569944341,1569944341
3103,六弄咖啡馆,董子健 颜卓灵 林柏宏 欧阳妮妮 宋伊人 ,吴子云,电影《六弄咖啡馆》改编自藤井树（吴子云）的同名畅销小说，同时导演和编剧也是由原著作者出任，刘杰担任影片监制。主要讲述男主小绿（董子健饰）和女主心蕊（颜卓灵饰）之间一场真挚却无奈的青春爱情故事，对于亲情和友情的探究，以及距离对爱情的考验，同时关注年轻人对待成长和人生的态度与状态。,p2367455902.jpg,完结,463,NULL,NULL,8,2,2,1,1569944342,1569944342
3104,海昏侯,娄硕 马昆 魏至强 王明 吴宁 ,张力,《海昏侯》第一集2011年，一座古墓被意外发现，震惊中外：10余吨五铢钱，数百枚金饼令人目不暇接，数量惊人的马蹄金、麟趾金、金板等等，超过了已发现所有汉墓的金器总和；绘有最早孔子画像的穿衣镜，约5000枚竹简，令所有的人为之一振！內棺中的玉器、漆器鲜润如初，出行的座驾，赏玩的把件，享受的乐器，饮酒的用具，一个远在两千年前的朝代仿佛突然复活了。《海昏侯》第二集短短33年的人生经历了数次大起大伏，他为何会被突然立为皇帝，又在短短27天后骤然被废？废立皇帝在封建王朝是惊天的大事，然而身处漩涡中心的刘贺在史料中的记载非常有限，刘贺墓的开启，提供给今人更鲜活的材料去解读那段久远的历史，重新审视那段错综复杂的皇权最高处的争斗是如何改写了历史。《海昏侯》第三集年仅33岁。正值青壮年，一代王侯为何匆匆离世？史书上没有任何记载。一系列全新科技手段的介入，让现代考古能保留和读取更多的信息，借助先进的DNA技术，我们能否开启两千年前那个年轻人的生命密码？刘贺被废之后过着怎样的生活？他的继任者汉宣帝又是如何影响着他的人生？,p2551729939.jpg,完结,2925,NULL,NULL,11,2,2,4,1569944342,1569944342
3105,暗恋·橘生淮南,朱颜曼滋 赵顺然 沈雨 张亦驰 梦秦 ,丁培,北大校草盛淮南偶然认识了同校平凡女生洛枳，两人一见如故，他渐渐被她吸引，但前女友的短信告诉他洛枳是破坏自己上一段感情的“元凶”。在追查真相的过程中，他却发现洛枳对自己的暗恋史。故事里，女主名叫洛枳，十几年来，她在自己的世界里演着这场暗恋的独角戏，对男主盛淮南感情复杂，既因他的优秀而被吸引，又因过去双方家庭一些原因而渴望超越他。因为盛淮南，洛枳一路追随，考上了最好的大学。因为各种机缘，洛枳和盛淮南终于走近。但成长的过程和现实的压力，让两人接受了很多考验，两人是否能走到一起，洛枳的日记本到底是被谁捡取，盛淮南的家庭是不是有变动。洛枳对盛淮南的爱，到底在面对现实的考验时，会不会坚持下去，在家庭和爱情的面前，这一场暗恋，会不会无疾而终。,1560178138383.jpg,完结,13955,NULL,NULL,11,2,2,2,1569944342,1569944342
3106,无限恩典有限公司,本·金斯利 / 吉米·辛普森 Jimmi Simpson,布鲁斯·特瑞斯,"本·金斯利将主演Epix新剧《OurLady,LTD》，共10集，史蒂夫·康拉德(《爱国者》《奇迹男孩》)打造，今秋开拍，明年播出。讲述一个年轻骗子詹姆斯尝试找牧师ByronBrown(金斯利)下手，却发现后者远比自己想象中要更危险。康拉德和《爱国者》的搭档BruceTerris编写剧本并担任运作人、执行制片人，康拉德执导其中6集。",p2556142918.jpg,完结,836,NULL,NULL,11,1,1,2,1569944343,1569944343
3107,征服,孙红雷 江珊 石兆琪 刘威葳 李易祥 ,高群书,2001年4月28日晚，衡州市毗临闹市区的范光胡同巷口突发枪案，市公安局主管刑侦的副局长徐国庆（石兆琪饰）接报匆匆赶到现场。警方在调查过程中发现受害人吴天背景极其复杂，与许多人恩怨极深。徐国庆经过分析案情，预感这是一起涉及黑势力团伙恩怨的仇杀事件。警方展开全面追捕，循江湖恩怨抓捕了一批横行衡州的黑团伙成员，可是都并非“4·28”枪案的幕后杀手。与此同时，“4·28”枪案的制造者刘华强（孙红雷饰）正在加紧筹划实施他的罪恶计划。衡州市某房地产公司老总李丽（江珊饰）听闻吴天被杀的消息心中惊悸万分，约刘华强见面。为了妹妹李梅（刘威葳饰）的安全，李丽提出要带李梅走，但被李梅拒绝。正在警方的调查工作一筹莫展之际，刘华强又把罪恶的目光瞄准了下一个目标。警匪之间的追捕与反追捕，复仇与阻止复仇的较量由此展开。,p1976448447.jpg,完结,1848,NULL,NULL,1,2,2,2,1569944343,1569944343
3108,少年派,张嘉译 闫妮 赵今麦 郭俊辰 姜冠南 ,刘惠宁,林大为（张嘉译饰）和王胜男（闫妮饰）是一对欢喜冤家，日常互怼的夫妻生活常常令人捧腹。女儿林妙妙（赵今麦饰）考入重点高中的意外，让两夫妻在女儿的教育问题上产生了分歧。活泼伶俐的林妙妙在学校有三个好朋友：校花邓小琪（王玉雯饰）、学霸钱三一（郭俊辰饰）和开心果江天昊（姜冠南饰）。从初入高中的紧张兴奋到携手跨过高考大关，四位少年在高中三年生活中除了面对高考，还有着友情的危机和各自家庭的烦恼......四个家庭在经历了变故与波折后，找到了各自的方向，最终收获了成长。,p2558828119.jpg,完结,24613,NULL,NULL,11,2,2,2,1569944343,1569944343
3109,我们不能是朋友,刘以豪 郭雪芙 孙其君 夏若妍 袁艾菲 ,冯凯,惟惟即将与稳定交往的男友步入礼堂，却在此时遇见克桓，这个男人强势又霸道地闯入惟惟的脑海，从此再也无法删除乾淨。但彼此身边都有论及婚嫁的对象，他们不会是情人，甚至连当朋友都不可以！错误的相遇，擦出致命的火花。如果他们不该成为情人，也不能是朋友…那他们，该成为什麽？,p2557149941.jpg,完结,7453,NULL,NULL,11,2,5,2,1569944344,1569944344
3110,假面同学会,沟端淳平 泷本美织 佐野岳 木村了 广濑智纪 ,内藤瑛亮,本剧改编自作家雫井脩介所著的同名小说，主人公是住宅设备机器公司的营业员，讲述了他受邀回到老家参加同学会，与同学们一起对过去在高中时期体罚学生的教师进行报复，但后来发现了老师的尸体，使他们陷入互相猜忌之中……,p2553906870.jpg,完结,1099,NULL,NULL,11,5,4,2,1569944344,1569944344
3111,我裙子去哪儿了？,古田新太 松下奈绪 永濑廉 道枝骏佑 长尾谦杜 ,狩山俊辅,古田新太演一名52岁的同性恋女装高中国文老师・原田のぶお。曾经营过同志酒吧、懂得人生酸甜苦辣的他，将以不加假饰的话语，发挥出不畏权力的力量来解放学生的心灵。,p2556045737.jpg,完结,2362,NULL,NULL,11,5,4,2,1569944344,1569944344
3112,走向共和,王冰 吕中 马少骅 孙淳 李光洁 ,张黎,19世纪末到20世纪初，这当中的二三十年说短不短说长也不长。对于中国，则是风云变化的几十年。在这当中，中国自二次鸦片战争后，又经历了洋务运动、甲午战争、戊戌变法、辛亥革命、二次革命等。其中，中国结束了清朝的统治，走向了民国；新思潮开始传来，旧制度渐渐走向衰退。千疮百孔的中国也正向着更光明的明天前进着。在这二三十年的历史河流中，留下了许多亦正亦邪的人物，慈禧太后（吕中饰）、李鸿章（王冰饰）、袁世凯（孙淳饰）、孙中山（马少骅饰）等他们被记载在历史课本里，和中国的历史相挂钩。借由这部剧，让我们再回顾一下那个时代，那个风起云涌变化万千的时代。前路虽然艰辛，但我们也正一步步向前迈进。,p2328449064.jpg,完结,10570,NULL,NULL,1,2,2,2,1569944344,1569944344
3113,真实的人类 第一季,威廉·赫特 科林·摩根 嘉玛·陈 凯瑟琳·帕金森 尼尔·马斯克尔 ,China,由出品四届艾美奖最佳影集【广告狂人】、两届艾美奖最佳影集【绝命毒师】、艾美奖四项提名作品【谋杀】和金球奖最佳影集提名及美国最高收视电视作品【行尸走肉】的金奖电视网AMC，与出品BAFTA英国电影和电视艺术学院奖最佳电视影集【乌托邦】、【小镇疑云】的英国电视4台，跨越国界，双剑合璧，携手联合制作的八集电视影集《真实的人类》将于六月廿八日晚上九时在美国首映。这出全新科幻影集改编自备受评论界激赞的瑞典获奖科幻影集《RealHumans》，并由英国编剧SamVincent和JonathanBrackley(【反恐谍报战】)执笔重新创作剧本。该剧设定在机器人Synth被繁忙都市人广泛使用的世界，呈现人类与机器人的界限愈发模糊后，扣人心弦的矛盾冲突、心理冲击与道德拷问。,p2262996687.jpg,完结,2469,NULL,NULL,7,1,1,2,1569944345,1569944345
3114,真实的人类 第二季,嘉玛·陈 凯瑟琳·帕金森 科林·摩根 山姆·帕莱迪奥 马歇尔·奥尔曼 ,琪娜·木杨,由出品四届艾美奖最佳影集【广告狂人】、两届艾美奖最佳影集【绝命毒师】、艾美奖四项提名作品【谋杀】和金球奖最佳影集提名及美国最高收视电视作品【行尸走肉】的金奖电视网AMC，与出品BAFTA英国电影和电视艺术学院奖最佳电视影集【乌托邦】、【小镇疑云】的英国电视4台，跨越国界，双剑合璧，携手联合制作的八集电视影集《真实的人类》将于六月廿八日晚上九时在美国首映。这出全新科幻影集改编自备受评论界激赞的瑞典获奖科幻影集《RealHumans》，并由英国编剧SamVincent和JonathanBrackley(【反恐谍报战】)执笔重新创作剧本。该剧设定在机器人Synth被繁忙都市人广泛使用的世界，呈现人类与机器人的界限愈发模糊后，扣人心弦的矛盾冲突、心理冲击与道德拷问。,p2394035624.jpg,完结,1193,NULL,NULL,8,1,1,2,1569944345,1569944345
